,Tweet,Retweets,Favorites,Friends,Descriptions,Followers,User_A,Created At
4364,RT @ZLabe: An update to the clever visualization for communicating long-term trends versus short-term variability in the global temperature…,417,0,224,Retired from teaching English and social sciences. Learning guitar. He/him,127,TimMason,2023-02-06 09:25:36
4365,"According to ABC7News in San Francisco, California's article, it states that, ""Powerful storms offer clear evidence… https://t.co/mkatNgmM8v",1,0,107,Women Owned & Operated🌱Net-Zero ⚒Custom Home Builders🏡,15,sheeconetzero,2023-02-06 09:25:32
4366,"RT @PCarterClimate: 3 TIPPING POINT PAPERS WARMING MUST GET BACK TO 1.2°C
To avoid multiple cascading irreversible tipping points-global wa…",73,0,718,"Scribouillard, #vegan, amateur de recettes #végétaliennes, être humain s'intéressant aux idées de solution politique, et cetera.Vous en saurez plus sur le blog.",543,PascalLamachere,2023-02-06 09:24:56
4367,"Climate Change Cause Many Dangers to Many Species in the World
https://t.co/ZBoNJwDRwx
https://t.co/IZSgHAEghG… https://t.co/2dmd2rMdlm",1,3,9,WorldMagzine started its journey toward you in 2022. It’s a trusted and independent digital media.,8,WorldMagzine,2023-02-06 09:24:35
4368,RT @MidoriPaxton: To address the dual challenges of #biodiversity loss and #climatechange we need solutions that work #ForPeopleForPlanet.…,25,0,7,Forester | Conservationists | Wildlifer | Climate Advocate | Traveler | Volunteer | Event Organizer | Team Work | NPU Ambassador | National Coordinator |,599,asif_speaks1,2023-02-06 09:24:25
4369,"Exhibited works @WorldEconomicForum in #Davos. Inspired by #DaVinci 
 Focussing on #sustainability #climatechange r… https://t.co/JXryncqpGj",0,4,2243,Abstract Fine Art Artist. Exhibited Internationally Writer Speaker Featured @ Florence & London Art Biennale #nandakhiara,2329,NandaKhiara,2023-02-06 09:24:11
4370,"RT @FAOclimate: Women in El Salvador are tackling #ClimateChange by growing and planting trees🌱. 

33 plant nurseries have been set up so f…",20,0,7,Forester | Conservationists | Wildlifer | Climate Advocate | Traveler | Volunteer | Event Organizer | Team Work | NPU Ambassador | National Coordinator |,599,asif_speaks1,2023-02-06 09:24:02
4371,United Nations #Environment Programme (UNEP) Senior Official Sonja Leighton to Visit Zimbabwe @UNEP #Africa… https://t.co/Sr3Betj7MO,0,0,7,"Latest #Africa & #MENA related #News releases issued by companies, govs, intl orgs, NGOs & #UN #PR FR:@APO_source_fr PT:@APO_source_pt AR:@APO_source_ar",12374,APO_source,2023-02-06 09:23:13
4372,"RT @uniper_energy: 𝐓𝐡𝐞 𝐢𝐦𝐩𝐚𝐜𝐭 𝐨𝐟 𝐠𝐫𝐞𝐞𝐧𝐡𝐨𝐮𝐬𝐞 𝐠𝐚𝐬𝐞𝐬 𝐨𝐧 𝐜𝐥𝐢𝐦𝐚𝐭𝐞 𝐜𝐡𝐚𝐧𝐠𝐞 🔄

Which #GreenhouseGas do you think has the biggest impact on #Climate…",89,0,22590,"Nature 🦝🌿, Science 🐾, Author, No Profile/No FBack, News 🖥, C-19 🧬, 🚫 DMs, 🚫 Groups, #FBPE, #FBSI, Multi-National Posts, #RejoinEU, 🏴󠁧󠁢󠁳󠁣󠁴󠁿, 🇺🇦",22361,USISC1,2023-02-06 09:22:13
4373,RT @Zxcxz_xyz: Nissan To Launch EV With Solid-State Batteries In Five Years https://t.co/cF8KkjtBev #ElectricVehicles #Tesla #EV #Renewable…,2,0,335,"NEWS #SSB #solidstatebattery #solidstatebatteries #Festkörperbatterien #Festbatt #全固体電池 #SolidPAC #battsolid faster, greener, denser, safer, cheaper battery 👍",4246,BatterySolid,2023-02-06 09:22:12
4374,RT @UNEP_FI: Join our climate risk expert David Carlin on 15 February to learn more about #climatechange risks and opportunities for the #f…,1,0,235,"Researcher for Forest regulation and Policy with interest in land rights, conflict, climate adaptation and security. Ph.d candidate in Seoul National University",106,RedOranC,2023-02-06 09:22:03
4375,"RT @WorldBankWater: #ClimateChange is bringing uncertainty to the #water sector, and it calls for #utilities worldwide to be resilient to m…",13,0,443,Humanitarian Affairs Officer-OCHA Somalia ( Tweets are my own views and RTs are not endorsements),398,alinuur55,2023-02-06 09:21:24
4376,"RT @HUAWEI_TECH4ALL: Committed to protecting our one home🌏 

We placed on @CDP's A-list for #ClimateChange action. Learn how we're developi…",121,0,630,"Retweet my pinned, Giving away my #BAYC for follower
Just approached to Twitter for the first time

https://t.co/vkDyoR5yQQ

#WorldOfWoman
#SOS
#CoolCat
#MAYC",145,IamMe48011057,2023-02-06 09:21:12
4377,"@joshburnsmp If the world is in such peril from #ClimateChange why would the cost matter, we're just a few years aw… https://t.co/i5BYmIOx9a",0,6,539,"Politics, Travel, Good Food and Wine. I lean to the right.
Tweets are written and authorised by me. Errors & Omissions excepted

Adjectives: Handsome, Brilliant",581,SoftheGec,2023-02-06 09:21:07
4378,"Monday, who? #mothernaturesbeauty #cleanocean #oceanconservation #sustainablebrand #ecoliving #algae… https://t.co/3izvuls2DT",0,2,28,Our mission is to create the world's most sustainable and high-quality health supplements. For you and the planet.,16,CalgeeHealth,2023-02-06 09:21:04
4379,"RT @HUAWEI_TECH4ALL: Committed to protecting our one home🌏 

We placed on @CDP's A-list for #ClimateChange action. Learn how we're developi…",121,0,854,"The Best Italian Phygital
experiences to collect...
The first NFT Collection that gives you an exclusive access to the Made in Italy",553,theitalynft,2023-02-06 09:20:28
4380,"RT @UNDPClimate: Engaging youth as agents of change, creative entrepreneurs and innovators is absolutely critical to address the global #cl…",28,0,7,Forester | Conservationists | Wildlifer | Climate Advocate | Traveler | Volunteer | Event Organizer | Team Work | NPU Ambassador | National Coordinator |,599,asif_speaks1,2023-02-06 09:20:24
4381,"'Green Football Weekend' has been and gone and it was fantastic to see so many clubs taking part.

Hopefully next y… https://t.co/1qViDX7EW0",0,0,127,Revolutionising the urban landscape by applying cutting-edge coatings to tall and inaccessible buildings and structures using bespoke drone technology,25,aspira_aerial,2023-02-06 09:20:12
4382,"RT @UNDP: Terms used to discuss #ClimateChange can be daunting.

That's why we've prepared an easy-to-understand resource for anyone wishin…",133,0,2758,Zulu girl with some swag...,1879,KimmAmber,2023-02-06 09:19:55
4383,RT @UNDP: Small Island Developing States (SIDS) are extremely vulnerable to #ClimateChange despite contributing to less than 1% of global c…,38,0,7,Forester | Conservationists | Wildlifer | Climate Advocate | Traveler | Volunteer | Event Organizer | Team Work | NPU Ambassador | National Coordinator |,599,asif_speaks1,2023-02-06 09:19:41
4384,"RT @UNDP: The ocean is facing increasing threats from pollution, unsustainable fishing, #ClimateChange and more.

In Fiji, see how @UNDP_Pa…",36,0,7,Forester | Conservationists | Wildlifer | Climate Advocate | Traveler | Volunteer | Event Organizer | Team Work | NPU Ambassador | National Coordinator |,599,asif_speaks1,2023-02-06 09:19:32
4385,RT @UNDP: Low-income countries are highly vulnerable to economic &amp; environmental shocks brought on by #ClimateChange. Yet they're taking ex…,52,0,7,Forester | Conservationists | Wildlifer | Climate Advocate | Traveler | Volunteer | Event Organizer | Team Work | NPU Ambassador | National Coordinator |,599,asif_speaks1,2023-02-06 09:19:32
4386,RT @BCICotton: We are getting ready for the upcoming @BCICotton Programme Partner Meeting 2023 in Phuket! From 6-8 Feb we are bringing toge…,2,0,836,"#Family
#Music
#Life
#Tech
#Optimist
#Activist",444,machariamaina,2023-02-06 09:19:23
4387,"RT @SturmarchivCH: #ClimateChange 🔥🌊 in Action. 👎
Preview of what we will see mass in the coming years.

#TruthMonday",2,0,191,,44,stormchaser1081,2023-02-06 09:19:21
4388,"Time is running out to protect our world from #ClimateChange.

I'm using my #VoiceForClimate: @grantshapps will you… https://t.co/iKRUgQNWsa",0,0,1358,"For a minute there, I lost myself, I lost myself",249,tardyapish,2023-02-06 09:19:16
4389,"RT @ICRAF: Tropical countries with vast stretches of #wetlands have major #climatechange mitigation potential, but it can be difficult to a…",10,0,441,"Environmentalist, writer and green motivator. Geopolitics and energy.  Venezuelan in #US",594,Hcolinavzla,2023-02-06 09:18:35
4390,like the sound of a cold wind https://t.co/cDntSHoD0K #ClimateChange #SaveTheWorld #ClimateAction #Homeless #bbcqt,0,0,1393,#ClimateChange #freemusic #acousticmusic #NowPlaying #followback #ClimateAction #GTTO #ToriesOut,8355,wildbluethistle,2023-02-06 09:18:19
4391,"RT @UNDP: Terms used to discuss #ClimateChange can be daunting.

That's why we've prepared an easy-to-understand resource for anyone wishin…",133,0,1426,"Western Studios, Leeds Ltd makes podcast content for individuals, businesses and nonprofits in the city of Leeds, UK. 
Email: makemypodcast@western-studios.com",308,WesternStudios2,2023-02-06 09:18:10
4392,"RT @PCarterClimate: 2022 WARMING RESULTS RANGE 1.06°C to 1.24°C
RAPID WARMING TREND FROM 1980
Together they show rapid warming trend from 1…",11,0,718,"Scribouillard, #vegan, amateur de recettes #végétaliennes, être humain s'intéressant aux idées de solution politique, et cetera.Vous en saurez plus sur le blog.",543,PascalLamachere,2023-02-06 09:18:02
4393,#CSTEP researcher Krithika Ravishankar shares her concern regarding #ClimateFinance despite India's push for… https://t.co/OdxzLW6MYk,0,2,1909,"Developing innovative technology options for a sustainable, secure and inclusive society.",3618,CSTEP_India,2023-02-06 09:17:38
4394,"RT @tuzaolukan: “Do the best you can until you know better. Then when you know better, do better.” – Maya Angelou

#TuzaOlukan #climatechan…",1,0,2147,"Real Estate, Politics and Public policy, A good governance Advocate and working daily to make greatness common.",2156,AdamuRimam,2023-02-06 09:17:19
4395,Nissan To Launch EV With Solid-State Batteries In Five Years https://t.co/cF8KkjtBev #ElectricVehicles #Tesla #EV… https://t.co/91vshi4BfH,2,1,976,"Zulu, X-ray, Charlie etc... Enthusiastic EV driver & advocate. Failed techblogger. Failed YouTuber. I like yellow. Get your Elon's Song NFT here:",243,Zxcxz_xyz,2023-02-06 09:17:05
4396,RT @catalink_eu: Here in @catalink_eu we are excited to participate in @SilvanusProject through #designing and #developing an in-situ #IoT…,2,0,111,,49,valiouska,2023-02-06 09:16:52
4397,"The #ElectricMobility Revolution &amp; the end of Fossil Fuels will not be about #ClimateChange..

Let us take a journe… https://t.co/ni5D2IKUwB",0,0,2374,"A cleantech company focusing on #EMobility & sustainable #energy solutions, with the vision to lead #Africa’s transition to #ElectricMobility and #CleanEnergy",1565,EKOglobe,2023-02-06 09:16:50
4398,"RT @CTgreenbuilding: Free Webinar: Sustainable #Careers 101: What are #GreenJobs?, February 9, 4 pm: https://t.co/mLEXZnMLEe @USGBCLA @USGB…",1,0,1,"I'm a bot 🤖 sharing green jobs. Tag #Topgreenjob for a RT. 

Let's help others find their dream careers in sustainability.

Telegram - https://t.co/4pBbIzBwnE",21,TopGreenJobs,2023-02-06 09:16:37
4399,"RT @GreenPlanHQ: Start The GreenPlan© in your community today! 

We are delighted to tell you that there is FUNDING AVAILABLE TO YOU RIGHT…",1,0,720,mad stuff ted,393,marks_emmett,2023-02-06 09:16:37
4400,"Start The GreenPlan© in your community today! 

We are delighted to tell you that there is FUNDING AVAILABLE TO YOU… https://t.co/agm3bodYXT",1,2,654,"Empowering Society to Tackle Climate Change.

https://t.co/2WmETiMkW0",632,GreenPlanHQ,2023-02-06 09:16:00
4401,"RT @metoffice: How will #ClimateChange impact snow sports?

In the latest episode of #MostlyClimate @DrRosieOakes talks to Ski Instructor &amp;…",6,0,326,"Climate scientist at the Met Office, working in international science and services. Dr of clams. Views are my own. she/her",206,sarahseasthings,2023-02-06 09:15:48
4402,UK mega-lab generates weather to test homes of future https://t.co/2Mq5sC06qo #climatechange,0,0,826,"Retained Search Headhunter for the Housebuilding sector.
Interested in Law; Planning, Land, PACE, Criminal Justice and Human Rights.",90,BestHeadhunter,2023-02-06 09:15:45
4403,"Come join the conversation and lets find impactful solutions for better sustainability in our industry.

REGISTER T… https://t.co/BwWjMs50Yk",0,0,72,Virtual Production Education,28,_FPAcademy,2023-02-06 09:15:22
4404,"RT @ipfconline1: The Impending Climate Crisis: A New #AI Study Predicts a Bleak Future

https://t.co/kDT0sVlxXd

#ClimateChange #DataScienc…",4,0,5375,I'm a biologist,5126,SSXman2,2023-02-06 09:15:16
4405,"RT @WorldBankWater: #ClimateChange is bringing uncertainty to the #water sector, and it calls for #utilities worldwide to be resilient to m…",13,0,247,"Hello everyone, I am a Climate Crisis bot. 🤖 
I retweet hashtags #climatecrisis and #climatechange.
Because it matters. 🌍",416,ClimateCrisis_B,2023-02-06 09:15:06
4406,"The Impending Climate Crisis: A New #AI Study Predicts a Bleak Future

https://t.co/kDT0sVlxXd

#ClimateChange… https://t.co/PI7mLYjfG4",4,4,110634,"Digital Transformation Consulting 
#AI #MachineLearning #DeepLearning 
#DataScience #AIEthics
#EdgeComputing #Fintech
#DigitalMarketing",130059,ipfconline1,2023-02-06 09:15:04
4407,"RT @MikeHudema: Dear Humanity, #ClimateChange threatens our existence. 
If we don't act soon there'll be catastrophic biodiversity loss &amp; u…",506,0,5,Yes World Chennai,6,yesworldchennai,2023-02-06 09:15:00
4408,"RT @PeterGleick: The science of human-caused #climatechange is now irrefutable.
But simultaneously, #climate denial &amp; gross, screaming misr…",17,0,5,Yes World Chennai,6,yesworldchennai,2023-02-06 09:14:26
4409,RT @JacobsLadder_A: Moving towards a #greeneconomy helps solve the #unemployment among the #youth because it provides an opportunity for #g…,3,0,1,"I'm a bot 🤖 sharing green jobs. Tag #Topgreenjob for a RT. 

Let's help others find their dream careers in sustainability.

Telegram - https://t.co/4pBbIzBwnE",21,TopGreenJobs,2023-02-06 09:14:25
4410,"ShareCafeComAu has published "" What Can We Expect for Commodities in 2023? "" on 6/2/2023 #ClimateChange… https://t.co/kIk78zhNO2",0,0,1,"Follow for Commodity News Stories Impacting Markets.

Click here for more! https://t.co/7Vr2m89BW9

Owner @BluHrvstDigital",362,CommodityStory,2023-02-06 09:14:02
4411,"‘Code red’: UN report sounds alarm over irreversible climate impact, warns global warming threshold likely to be br… https://t.co/h8frWpUoPu",0,0,461,"Aggregating stories about climatic changes, waste management and rural issues from various platforms and share at one place for better accessibility to readers",852,GNGAgritech,2023-02-06 09:13:36
4412,#ClimateChange will cause some fish stocks to shift. To support future work to refine our ability to understand &amp; p… https://t.co/jvcNqEFCg4,0,0,417,SEAwise is a Horizon 2020-funded project paving the way for the effective implementation of Ecosystem Based Fisheries Management in Europe.,362,SEAwiseproject,2023-02-06 09:13:16
4413,"RT @GoodFoodEurope: 🌽 Only a fraction of the crops grown worldwide end up on our plates. #Climatechange threatens #foodsecurity worldwide,…",8,0,120,,2,asinus_kuk,2023-02-06 09:12:46
4414,"RT @WorldBankWater: #ClimateChange is bringing uncertainty to the #water sector, and it calls for #utilities worldwide to be resilient to m…",13,0,699,"Climate Change Agent/advocate with ICCDI. #climateWednesday, #ICCDI,
Agro Logistics, Smart Agriculture with Zowasel, freight and supply chain consultant/ M&E.",1250,agentsmith247,2023-02-06 09:12:18
4415,The #SEAwise project is steadily growing an #EBFM knowledge base. Here’s a visual tour of some of our research high… https://t.co/VM1Y8PcHoj,0,2,417,SEAwise is a Horizon 2020-funded project paving the way for the effective implementation of Ecosystem Based Fisheries Management in Europe.,362,SEAwiseproject,2023-02-06 09:11:54
4416,RT @toldbysurvivors: We are looking for real stories of people whose life was affected by #climate #disasters. No one on our #PlanetEarth i…,17,0,235,,133,StanisKalt,2023-02-06 09:11:46
4417,RT @toldbysurvivors: More and more #earthquakes are happening around the globe every day. But why the data about them differs on different…,8,0,1001,#CreativeSociety,566,KamilMroczk,2023-02-06 09:11:28
4418,@ZLabe #putin step by step opens North Route … 22 years he is a №1 #ClimateChange terrorist on the planet 🌍,0,0,2190,Ukrainian by roots #Sustainability Innovate #SmartCity #ClimateChange tech #climatetech #SDGs #Renewables #ESG #StopWar ☮️ #StayWithUkraine 🇺🇦,14070,AntonBoym,2023-02-06 09:11:24
4419,"RT @marcuslindner_: We currently have a six month traineeship opportunity open on ""Adapting forest management to a changing climate – betwe…",3,0,1275,"With @europeanforest we investigate the resilience of forests. Our topics: climate change, forest management, urban&rural forestry, biodiversity. English/German",2865,efiresilience,2023-02-06 09:11:24
4420,She made this sound https://t.co/4VuL65leC9 #goodmusic #musiclife #musicmake #newmusic #musicvideo #viralvideo  #SunakOut #ClimateChange,0,0,1393,#ClimateChange #freemusic #acousticmusic #NowPlaying #followback #ClimateAction #GTTO #ToriesOut,8355,wildbluethistle,2023-02-06 09:11:00
4421,"The second episode of the TAP - the #TEDxAth Podcast is here, and the author Eleni Andreadis shares her insights ab… https://t.co/zaWUxbTYyQ",2,1,185,"A world-class conference about Innovation, Creativity, and Ideas since 2009 based in Athens, Greece. Proud member of the TEDx family.",21445,TEDxAthens,2023-02-06 09:10:11
4422,👇Back from the Douro valley of Portugal and look at this example of the stunted canopy growth from 2022’s historica… https://t.co/wCKfVxApGy,2,17,193,"Prof. of Viticulture, @BdxSciencesAgro and @isvv_bordeaux, focused on adaptation of viticulture to #climatechange, #drought tolerance, and #sustainability.",1190,gregorygambetta,2023-02-06 09:09:59
4423,"Article by Wang et al @CasparChater @kewscience @NewPhyt @wileyplantsci

#Molecular evidence for adaptive… https://t.co/yx7kiwuAmv",14,39,7121,Highlighting work on #AbioticStress in plants🌽🌾 #Drought #Salinity #Waterlogging #Flooding #HeavyMetals #Temperature #Heat #Cold #Nutrient #Oxidative #Hypoxia,7055,AbioticStress,2023-02-06 09:09:53
4424,"RT @Simon_Giarchi: Huge thanks to all of the amazing #Torbay Deanery @CAFOD #Volunteers who came to this weekend's meeting.

#Inspirational…",2,0,4186,"Devoted hubby & dad. Former Film&TV pro. Now coordinates Cornwall, Devon & Dorset for CAFOD. Loves democracy. Posts are personal but often informed by my work.",1201,Simon_Giarchi,2023-02-06 09:09:18
4425,"RT @EIB: Forests play a major role in #ClimateChange mitigation &amp; adaptation.
The 'Forests at the heart of sustainable development' report…",9,0,299,Joint @UNECE @FAO Section advocating for #sustainableforestmanagement to achieve the #SDGs in the @UN Decade on Ecosystem Restoration. RT≠endorsement,717,UNECEForests,2023-02-06 09:09:17
4426,Our time on Earth: the importance of creativity in the fight against climate change https://t.co/Oihoza1o99… https://t.co/a6ZeadKmwY,0,0,461,"Aggregating stories about climatic changes, waste management and rural issues from various platforms and share at one place for better accessibility to readers",852,GNGAgritech,2023-02-06 09:08:51
4427,RT @OceanProtectL: Climate cannot Change unless Together we Change https://t.co/fg48O6GMkw #climateaction #climatechange #sustainability #g…,16,0,5,Yes World Chennai,6,yesworldchennai,2023-02-06 09:08:44
4428,"RT @ProfRayWills: Global mean monthly temperature anomalies, relative to the 1850-1900 mean, from Berkeley Earth.
#climatechange not a simp…",9,0,1805,Climate Warrior at large. When not being a full-time Climate Activist I provide excellent handyman services (to fund the former :) ).,1237,mstaindl,2023-02-06 09:07:55
4429,"RT @HUAWEI_TECH4ALL: Committed to protecting our one home🌏 

We placed on @CDP's A-list for #ClimateChange action. Learn how we're developi…",121,0,999,"#TarikMania
Sandbox lover
NFT collector",679,TH3N3WW4V3,2023-02-06 09:07:46
4430,RT @HuwRussell: I'm delighted to see another #CleanAirZone that I supported through the @hmtreasury Green Book business case process go liv…,1,0,53,"#15MinCities? When you can bike/walk to everything you need in less than 15 mins. 🚴‍♀️ Curated by @jesjoneslangley to support happier, healthier cities",10,15MinCities,2023-02-06 09:07:44
4431,"RT @AgriGoI: The collaboration will focus on innovation in Soil health Management, Weather forecasting, Digital farm advisory etc.
#agrigoi…",5,0,1937,"PASHUPATASTRA ENERGY, C.T.F.O. PICTURES, EXPRESS WHEELS, SOLAR INDIA, TASTE FOOD, UNIVERSAL PAINTS. MY OWN RETWEETS ARE NOT ENDORSEMENTS OR PAID.",237,konerctfoarnab,2023-02-06 09:07:05
4432,"RT @ProfRayWills: Global mean monthly temperature anomalies, relative to the 1850-1900 mean, from Berkeley Earth.
#climatechange not a simp…",9,0,1061,Imagine paying $8 per month for this LOL,3529,anthonypesec,2023-02-06 09:07:04
4433,"RT @UpscforAll: Hydropower project in the Himalaya should be reconsidered

Source: Indian Express

GS Paper-3: Infrastructure, Climate chan…",29,0,1522,ଗର୍ବିତ ଓଡ଼ିଆ। Proud Indian,807,Kamalakant_Odia,2023-02-06 09:05:32
4434,"RT @UNDP: Terms used to discuss #ClimateChange can be daunting.

That's why we've prepared an easy-to-understand resource for anyone wishin…",133,0,148,NAMA Facility funds ambitious climate action projects from across all sectors in developing countries and emerging economies #ClimateFinance #Mitigation,349,NAMAFacility,2023-02-06 09:05:28
4435,"RT @AgriGoI: The collaboration will focus on innovation in Soil health Management, Weather forecasting, Digital farm advisory etc.
#agrigoi…",5,0,57,"Official account of the Additional Director General (Media & Communication)- Ministry of Agriculture & Farmers Welfare & Rural Development, PIB Govt. of India",6091,PIBAgriculture,2023-02-06 09:05:27
4436,"RT @ProfRayWills: Global mean monthly temperature anomalies, relative to the 1850-1900 mean, from Berkeley Earth.
#climatechange not a simp…",9,0,777,Anaesthetist/anesthesiologist.humanist/stoic. cars/bikes/rockets/planes. I generate my own thoughts - some you’ll see here...he/him,1593,lotusgav,2023-02-06 09:04:43
4437,"RT @ipfconline1: Chaos Researchers Can Now Predict Perilous Points of No Return

https://t.co/1evyblS1h3 by @benbenbrubaker v/ @QuantaMagaz…",8,0,5375,I'm a biologist,5126,SSXman2,2023-02-06 09:04:37
4438,https://t.co/AZ8yPuRqoE  #AAP #ArvindKejriwal Please stop providing coal subsidy Instead of bringing sustainable po… https://t.co/7iOfJkxeW1,0,0,4829,"Decentralized Education and Governance #Reaudito #FounderAvrit #BlockchainDeveloper
https://t.co/dt0fAAr6gS",1996,amiya_rbehera,2023-02-06 09:04:37
4439,RT @rizzamae_ong: @goddeketal This is proof that the media will bombard us for 2 years with #ClimateChange and #GlobalWarming narrative sim…,1,0,32,,1,scottpa26923126,2023-02-06 09:04:31
4440,RT @JLownLaw: @joncoopertweets Extreme weather events caused by global warming will get worse. We are not prepared.  #ClimateChange.,5,0,471,"Foreign Service brat, Aramcon, political junkie, Blue Texan. USS Constitution is rigged, never been defeated. https://t.co/2gTOYDXb8f as Lynne Revis, & Tribel",885,LynneleeRevis,2023-02-06 09:04:23
4441,"RT @MikeHudema: Dear Humanity, #ClimateChange threatens our existence. 
If we don't act soon there'll be catastrophic biodiversity loss &amp; u…",507,0,2561,I live on Guringai land. 4 times vaxxed,2413,Lynmaree56,2023-02-06 09:04:08
4442,"RT @ToriVYBE: The best way you can start correcting the role you play in climate change is to stop it by choosing to #vote4climate. 

@gifs…",1,0,216,"Global Initiative For Food Security and Ecosystem Preservation- GIFSEP an NGO with a focus on Food security,Conservation and Climate Action #GreenResilience",1249,gifsep4climate,2023-02-06 09:03:55
4443,"RT @opportunitiesfy: FREE online courses offered by the United Nations System. 

Learn more and take a course to build your skills, knowled…",17,0,4050,"Militant, Leader, Chrétien et Médecin",2752,congolaispur,2023-02-06 09:03:40
4444,"RT @MikeHudema: Dear Humanity, #ClimateChange threatens our existence. 
If we don't act soon there'll be catastrophic biodiversity loss &amp; u…",507,0,5909,"Passionate proponent of public education, health, environment and social justice. If all else fails, immortality can always be assured by spectacular error.",8966,jmil400,2023-02-06 09:03:33
4445,"RT @UNESCO: 🧊Glaciers are melting.
🪸 Coral reefs are bleaching. 
🌊Low-lying atolls are submerging as sea levels rise. 

#ClimateChange has…",109,0,3075,Join our mission to reduce the volume of GHGs in the atmosphere by supporting global climate projects for just £6 per month!,3465,ClimateWise1,2023-02-06 09:02:58
4446,"RT @SfEP: Yesterday was #WorldWetlandsDay! Many northern landscapes are covered by carbon-rich #wetlands, known as peatlands.

Due to #Clim…",18,0,5,Yes World Chennai,6,yesworldchennai,2023-02-06 09:02:43
4447,"RT @LIFEprogramme: It always rewarding to see our #LIFEprojects thrive! 

@lifeclimark solution to help forests cope with #climatechange di…",11,0,5,Yes World Chennai,6,yesworldchennai,2023-02-06 09:02:31
4448,".
Big return to coal in Europe killed off by record renewable energy
via @SkyNEws

https://t.co/aVf2RMFyWj… https://t.co/V6rF6yNSs6",3,5,6923,practical #ClimateAction ~ Join my journey to #ZeroCarbon ~ #climate #ClimateChange #videos ~ #hope in the face of #GlobalWarming & #ClimateCrisis ~ born 329ppm,6982,MyZeroCarbon,2023-02-06 09:01:43
4449,We have two exciting summertime academic internship posts with @EnvAgency #Ecology and #ClimateChange scientists. T… https://t.co/ZvIdAdoyE3,8,8,144,Dr Robert Bradburne. Putting science and rigorous analysis at the heart of the Environment Agency. Tweet @EnvAgency for general enquiries.,474,ChiefScienEA,2023-02-06 09:01:32
4450,"RT @UNESCO: 🧊Glaciers are melting.
🪸 Coral reefs are bleaching. 
🌊Low-lying atolls are submerging as sea levels rise. 

#ClimateChange has…",109,0,443,Humanitarian Affairs Officer-OCHA Somalia ( Tweets are my own views and RTs are not endorsements),398,alinuur55,2023-02-06 09:01:32
4451,🌽 Only a fraction of the crops grown worldwide end up on our plates. #Climatechange threatens #foodsecurity worldwi… https://t.co/SjwauB1qNi,8,25,1376,"Advancing plant-based and cultivated meat in Europe to build a better food system for people, planet and animals.",3650,GoodFoodEurope,2023-02-06 09:01:32
4452,RT @JacobsLadder_A: Moving towards a #greeneconomy helps solve the #unemployment among the #youth because it provides an opportunity for #g…,3,0,926,"Environmentalist | Community development practitioner | 
Comms lead @WetlandOrg | Volunteer @ggi_kenya
#ClimateJustice | #socialjustice |
#SaveEarth |",691,LutherOnyango,2023-02-06 09:01:11
4453,"RT @PCarterClimate: 3 TIPPING POINT PAPERS WARMING MUST GET BACK TO 1.2°C
To avoid multiple cascading irreversible tipping points-global wa…",73,0,227,"#researcher interested in #environment #climate #biodiversity
#humanities #socialsciences #qualitativestudies",36,ClimateHumss,2023-02-06 09:01:01
4454,Looking to install #EnergySaving #SolarPV &amp; #BatteryStorage for your Small Business or Home? - Contact South East S… https://t.co/5hE1o6BjbH,0,1,782,Promoting UK businesses who offer #sustainable products and services to help consumers & businesses go #green and protect the #environment,585,GreenBizHub,2023-02-06 09:00:46
4455,"“Do the best you can until you know better. Then when you know better, do better.” – Maya Angelou

#TuzaOlukan… https://t.co/jwkiUNxsVp",1,3,291,How to start a Solar Business without spending money | Computer Vision |Nanotechnology | Renewable Energy |,326,tuzaolukan,2023-02-06 09:00:12
4456,Together we can save #nature and the #environment and halt #climatechange Together we can start a positive revoluti… https://t.co/DBt4UnbsUo,1,3,509,"Artist, oil painter, lover of the natural world",513,ArtatClaire,2023-02-06 09:00:06
4457,"#China’s Debt Trap and #ClimateChange 

Watch Hon. Mohamed Nasheed and Samir Saran in conversation at the Kigali Gl… https://t.co/VIoKDFzUnJ",0,0,28,Centre for Economy and Growth @orfonline.,3171,orfecon,2023-02-06 09:00:01
4458,Did you know @Gale’s #ArchivesUnbound has a collection on International Climatic Changes and #globalwarming ? Take… https://t.co/BeHR9icBPq,0,2,258,This account is run by Gale Student Ambassadors who seek to increase awareness of Gale digital archives and other @GaleEMEA resources available to students.,199,GaleAmbassadors,2023-02-06 09:00:00
4459,"RT @MikeHudema: Dear Humanity, #ClimateChange threatens our existence. 
If we don't act soon there'll be catastrophic biodiversity loss &amp; u…",507,0,126,,87,HilaryE17675498,2023-02-06 08:59:55
4460,"RT @opportunitiesfy: Yale University Public Voices Fellowship on the Climate Crisis(Fully-funded)

Find out about eligibility and participa…",11,0,3581,"Lecturer Federal College of Forestry Jos|Research Interest- Biogeochemistry, Coastal Geoscience, Paleoenvironmental Research, Soil Ecology and Global Change.",680,Samuelu53406132,2023-02-06 08:59:41
4461,Out in paperback now – Hurricane Lizards and Plastic Squid: How the Natural World is Adapting to Climate Change… https://t.co/l5WtxtHRmX,0,1,838,"The world's largest selection of wildlife, ecology and conservation books: more than 135,000 individual titles from large and small publishers.",1133,nhbsBooks,2023-02-06 08:59:09
